segment_start,segment_end,label,instrument,song_artist,song_title
73.003537414,97.245170068,solo_01_03,"s_as,b_b,b_dr",Dave Holland,TakeTheColtrane
97.245170068,121.254603174,solo_01_04,"s_as,b_b,b_dr",Dave Holland,TakeTheColtrane
121.254603174,147.30739229,solo_01_05,"s_as,b_b,b_dr",Dave Holland,TakeTheColtrane
147.30739229,171.920544217,solo_01_06,"s_as,b_b,b_dr",Dave Holland,TakeTheColtrane
171.920544217,196.487256235,solo_01_07,"s_as,b_b,b_dr",Dave Holland,TakeTheColtrane
196.487256235,221.657687074,solo_02_01,"s_b,b_dr",Dave Holland,TakeTheColtrane
221.657687074,248.964353741,solo_02_02,"s_b,b_dr",Dave Holland,TakeTheColtrane
248.964353741,275.574421768,solo_02_03,"s_b,b_dr",Dave Holland,TakeTheColtrane
275.574421768,299.583854875,solo_03_01,"s_as,s_dr,b_b",Dave Holland,TakeTheColtrane
299.583854875,323.732607709,solo_03_02,"s_as,s_dr,b_b",Dave Holland,TakeTheColtrane
323.732607709,350.269387755,solo_03_03,"s_as,s_dr,b_b",Dave Holland,TakeTheColtrane
350.269387755,383.053061224,theme_02_01,"as,b,dr",Dave Holland,TakeTheColtrane
383.053061224,387.7866666666667,silence,,Dave Holland,TakeTheColtrane
0.0,0.092879818,silence,,DaveHolland,DoubleVision
0.092879818,22.569795918,theme_01_01,"tp,ss,tb,b,dr",DaveHolland,DoubleVision
22.569795918,45.603990929,theme_01_02,"tp,ss,tb,b,dr",DaveHolland,DoubleVision
45.603990929,71.33170068,solo_01_01,"s_tp,b_b,b_dr",DaveHolland,DoubleVision
71.33170068,97.523809523,solo_01_02,"s_tp,b_b,b_dr",DaveHolland,DoubleVision
97.523809523,123.158639455,solo_01_03,"s_tp,b_b,b_dr",DaveHolland,DoubleVision
123.158639455,147.722448979,solo_01_04,"s_tp,b_ss,b_tb,b_b,b_dr",DaveHolland,DoubleVision
147.722448979,173.453061224,theme_02_01,"tp,ss,tb,b,dr",DaveHolland,DoubleVision
173.453061224,198.530612244,solo_02_01,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
198.530612244,223.412244897,solo_02_02,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
223.412244897,247.640816326,solo_02_03,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
247.640816326,268.669387755,solo_02_04,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
268.669387755,292.179591836,solo_02_05,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
292.179591836,318.236734693,solo_02_06,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
318.236734693,344.751020408,solo_02_07,"s_ss,b_b,b_dr",DaveHolland,DoubleVision
344.751020408,371.395918367,solo_02_08,"s_ss,b_tp,b_tb,b_b,b_dr",DaveHolland,DoubleVision
371.395918367,395.689795918,theme_03_01,"tp,ss,tb,b,dr",DaveHolland,DoubleVision
395.689795918,424.620408162,theme_03_02,"tp,ss,tb,b,dr",DaveHolland,DoubleVision
424.620408162,429.2,silence,,DaveHolland,DoubleVision
0.0,0.243809523,silence,,DaveHolland,Processional
0.243809523,24.206802721,intro,"g,as,b,dr",DaveHolland,Processional
24.206802721,59.26893424,theme_01_01,"as,g,b,dr",DaveHolland,Processional
59.26893424,93.355827664,solo_01_01,"s_as,b_g,b_b,b_dr",DaveHolland,Processional
93.355827664,128.42956916,solo_01_02,"s_as,b_g,b_b,b_dr",DaveHolland,Processional
128.42956916,163.096961451,solo_01_03,"s_as,b_g,b_b,b_dr",DaveHolland,Processional
163.096961451,198.031383219,solo_02_01,"s_b,b_g,b_dr",DaveHolland,Processional
198.031383219,232.408526077,solo_02_02,"s_b,b_g,b_dr",DaveHolland,Processional
232.408526077,267.969886621,solo_02_03,"s_b,b_g,b_dr",DaveHolland,Processional
267.969886621,302.997188208,solo_03_01,"s_g,b_b,b_dr",DaveHolland,Processional
302.997188208,336.468752834,solo_03_02,"s_g,b_b,b_dr",DaveHolland,Processional
336.468752834,368.372970521,solo_03_03,"s_g,b_b,b_dr",DaveHolland,Processional
368.372970521,402.715283446,theme_02_01,"as,g,b,dr",DaveHolland,Processional
402.715283446,432.912834466,theme_02_02,"as,g,b,dr",DaveHolland,Processional
432.912834466,441.92,silence,,DaveHolland,Processional
0.0,0.464399092,silence,,DaveHolland,Segment
0.464399092,32.043537414,theme_01_01,"as,b,dr",DaveHolland,Segment
32.043537414,64.458594104,solo_01_01,"s_as,b_b,b_dr",DaveHolland,Segment
64.458594104,97.430929705,solo_01_02,"s_as,b_b,b_dr",DaveHolland,Segment
97.430929705,129.381587301,solo_01_03,"s_as,b_b,b_dr",DaveHolland,Segment
129.381587301,162.818321995,solo_01_04,"s_as,b_b,b_dr",DaveHolland,Segment
162.818321995,194.676099773,solo_01_05,"s_as,b_b,b_dr",DaveHolland,Segment
194.676099773,224.862040816,solo_02_01,"s_b,b_dr",DaveHolland,Segment
224.862040816,254.583582766,solo_02_02,"s_b,b_dr",DaveHolland,Segment
254.583582766,283.933605442,solo_02_03,"s_b,b_as,b_dr",DaveHolland,Segment
283.933605442,315.048344671,solo_03_01,"s_as,b_dr",DaveHolland,Segment
315.048344671,347.091882086,solo_03_02,"s_as,b_b,b_dr",DaveHolland,Segment
347.091882086,389.630839002,theme_02_01,"as,b,dr",DaveHolland,Segment
389.630839002,395.14666666666665,silence,,DaveHolland,Segment
0.0,0.522448979,silence,,DaveHolland,TheOracle
0.522448979,29.72154195,intro,g,DaveHolland,TheOracle
29.72154195,96.595011337,solo_01_01,"s_as,b_g,b_dr",DaveHolland,TheOracle
96.595011337,162.725442176,solo_01_02,"s_as,b_g,b_dr",DaveHolland,TheOracle
162.725442176,224.397641723,solo_01_03,"s_as,b_g,b_dr",DaveHolland,TheOracle
224.397641723,298.057142857,theme_01_01,"as,g,b,dr",DaveHolland,TheOracle
298.057142857,367.281632653,solo_02_01,"s_g,b_as,b_b,b_dr",DaveHolland,TheOracle
367.281632653,437.812244897,solo_02_02,"s_g,b_b,b_dr",DaveHolland,TheOracle
437.812244897,499.2,solo_02_03,"s_g,b_b,b_dr",DaveHolland,TheOracle
499.2,561.632653061,solo_03_01,"s_b,b_g,b_dr",DaveHolland,TheOracle
561.632653061,627.2,solo_03_02,"s_b,b_g,b_dr",DaveHolland,TheOracle
627.2,684.930612244,solo_04_01,"s_as,b_g,b_b,b_dr",DaveHolland,TheOracle
684.930612244,745.012244897,solo_04_02,"s_as,b_g,b_b,b_dr",DaveHolland,TheOracle
745.012244897,802.742857142,solo_04_03,"s_as,b_g,b_b,b_dr",DaveHolland,TheOracle
802.742857142,834.089795918,theme_02_01,"as,g,b,dr",DaveHolland,TheOracle
834.089795918,877.191836734,outro,"g,b,dr",DaveHolland,TheOracle
877.191836734,877.96,silence,,DaveHolland,TheOracle
0.0,1.436734693,silence,,DavidLiebman,BeginTheBeguine
1.436734693,33.567346938,intro,"ss,b,dr",DavidLiebman,BeginTheBeguine
33.567346938,66.089795918,theme_01_01,"ss,b,dr",DavidLiebman,BeginTheBeguine
66.089795918,99.134693877,theme_01_02,"ss,b,dr",DavidLiebman,BeginTheBeguine
99.134693877,132.179591836,theme_01_03,"ss,b,dr",DavidLiebman,BeginTheBeguine
132.179591836,165.224489795,theme_01_04,"ss,b,dr",DavidLiebman,BeginTheBeguine
165.224489795,198.269387755,theme_01_05,"ss,b,dr",DavidLiebman,BeginTheBeguine
198.269387755,239.412244897,theme_01_06,"ss,b,dr",DavidLiebman,BeginTheBeguine
239.412244897,279.382494331,solo_01_01,"s_ss,b_b,b_dr",DavidLiebman,BeginTheBeguine
279.382494331,320.249614512,solo_01_02,"s_ss,b_b,b_dr",DavidLiebman,BeginTheBeguine
320.249614512,352.943310657,theme_02_01,"ss,b,dr",DavidLiebman,BeginTheBeguine
352.943310657,393.438911564,theme_02_02,"ss,b,dr",DavidLiebman,BeginTheBeguine
393.438911564,456.225668933,outro,"ss,b,dr",DavidLiebman,BeginTheBeguine
456.225668933,461.4280045351474,silence,,DavidLiebman,BeginTheBeguine
0.0,0.653061224,silence,,DavidLiebman,Day&Nite
0.653061224,33.044897959,theme_01_01,"ss,p,b,dr",DavidLiebman,Day&Nite
33.044897959,64.130612244,theme_01_02,"ss,p,b,dr",DavidLiebman,Day&Nite
64.130612244,96.391836734,solo_01_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
96.391836734,127.673469387,solo_01_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
127.673469387,159.47755102,solo_01_03,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
159.47755102,191.151020408,solo_01_04,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
191.151020408,221.583673469,solo_01_05,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
221.583673469,252.604081632,solo_01_06,"s_ss,b_p,b_b,b_dr",DavidLiebman,Day&Nite
252.604081632,288.914285713,theme_02_01,"ss,p,b,dr",DavidLiebman,Day&Nite
288.914285713,295.0,silence,,DavidLiebman,Day&Nite
0.0,1.240816326,silence,,DavidLiebman,I'veGotYouUnderMySkin
1.240816326,16.718367346,intro,"ss,b,dr",DavidLiebman,I'veGotYouUnderMySkin
16.718367346,70.530612244,theme_01_01,"ss,b,dr",DavidLiebman,I'veGotYouUnderMySkin
70.530612244,123.344399092,solo_01_01,"s_ss,b_b,b_dr",DavidLiebman,I'veGotYouUnderMySkin
123.344399092,175.171337868,solo_01_02,"s_ss,b_b,b_dr",DavidLiebman,I'veGotYouUnderMySkin
175.171337868,227.369795918,solo_01_03,"s_ss,b_b,b_dr",DavidLiebman,I'veGotYouUnderMySkin
227.369795918,278.267936507,solo_02_01,"s_dr,s_ss,b_b",DavidLiebman,I'veGotYouUnderMySkin
278.267936507,328.051519274,solo_02_02,"s_dr,s_ss,b_b",DavidLiebman,I'veGotYouUnderMySkin
328.051519274,388.980680272,theme_01_01,"ss,b,dr",DavidLiebman,I'veGotYouUnderMySkin
388.980680272,441.736417233,outro,"ss,b,dr",DavidLiebman,I'veGotYouUnderMySkin
441.736417233,449.2026984126984,silence,,DavidLiebman,I'veGotYouUnderMySkin
0.0,2.089795918,silence,,DavidLiebman,Milestones
2.089795918,10.187755102,intro,dr,DavidLiebman,Milestones
10.187755102,41.142857142,theme_01_01,"ss,p,b,dr",DavidLiebman,Milestones
41.142857142,73.273469387,solo_01_01,"s_p,b_b,b_dr",DavidLiebman,Milestones
73.273469387,103.967346938,solo_01_02,"s_p,b_b,b_dr",DavidLiebman,Milestones
103.967346938,134.008163265,solo_01_03,"s_p,b_b,b_dr",DavidLiebman,Milestones
134.008163265,162.612244897,solo_02_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,Milestones
162.612244897,196.048979591,solo_02_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,Milestones
196.048979591,226.220408163,solo_02_03,"s_ss,b_p,b_b,b_dr",DavidLiebman,Milestones
226.220408163,261.61632653,solo_03_01,"s_dr,b_p,b_b",DavidLiebman,Milestones
261.61632653,295.836734693,solo_03_02,s_dr,DavidLiebman,Milestones
295.836734693,338.677551019,theme_02_01,"ss,p,b,dr",DavidLiebman,Milestones
338.677551019,346.7504535147392,silence,,DavidLiebman,Milestones
0.0,0.743038548,silence,,DavidLiebman,Nica'sDream
0.743038548,56.09941043,intro,"ss,p,b,dr",DavidLiebman,Nica'sDream
56.09941043,117.58585034,theme_01_01,"ss,p,b,dr",DavidLiebman,Nica'sDream
117.58585034,168.228571428,solo_01_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,Nica'sDream
168.228571428,218.906122448,solo_01_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,Nica'sDream
218.906122448,261.746938775,theme_02_01,"p,b,dr",DavidLiebman,Nica'sDream
261.746938775,310.073469387,solo_02_01,"s_p,b_b,b_dr",DavidLiebman,Nica'sDream
310.073469387,356.571428571,solo_02_02,"s_p,b_b,b_dr",DavidLiebman,Nica'sDream
356.571428571,402.546938775,theme_03_01,"ss,p,b,dr",DavidLiebman,Nica'sDream
402.546938775,448.783673469,theme_03_02,"ss,p,b,dr",DavidLiebman,Nica'sDream
448.783673469,474.122448979,outro,"ss,p,b,dr",DavidLiebman,Nica'sDream
474.122448979,480.0271882086168,silence,,DavidLiebman,Nica'sDream
0.0,1.30031746,silence,,DavidLiebman,NoGreaterLove
1.30031746,41.273469387,intro,"ts,p",DavidLiebman,NoGreaterLove
41.273469387,113.777777777,theme_01_01,"ts,p,b,dr",DavidLiebman,NoGreaterLove
113.777777777,186.688435374,solo_01_01,"s_p,b_b,b_dr",DavidLiebman,NoGreaterLove
186.688435374,264.881632653,solo_01_02,"s_p,b_b,b_dr",DavidLiebman,NoGreaterLove
264.881632653,337.432380952,solo_02_01,"s_ts,b_p,b_b,b_dr",DavidLiebman,NoGreaterLove
337.432380952,407.649523809,solo_03_01,"s_b,b_p,b_dr",DavidLiebman,NoGreaterLove
407.649523809,491.148480725,theme_02_01,"ts,p,b,dr",DavidLiebman,NoGreaterLove
491.148480725,501.6826984126984,silence,,DavidLiebman,NoGreaterLove
0.0,0.587755102,silence,,DavidLiebman,Pablo'sStory
0.587755102,133.551020408,intro,"fl,p,b,dr",DavidLiebman,Pablo'sStory
133.551020408,160.457142857,theme_01_01,"ss,p,b,dr",DavidLiebman,Pablo'sStory
160.457142857,186.906122448,theme_01_02,"ss,p,b,dr",DavidLiebman,Pablo'sStory
186.906122448,214.204081632,theme_01_03,"ss,p,b,dr",DavidLiebman,Pablo'sStory
214.204081632,241.306122448,solo_01_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
241.306122448,267.853061224,solo_01_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
267.853061224,294.073469387,solo_01_03,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
294.073469387,320.457142857,solo_01_04,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
320.457142857,346.93877551,solo_01_05,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
346.93877551,373.257142857,solo_01_06,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pablo'sStory
373.257142857,419.199999999,theme_02_01,"ss,p,b,dr",DavidLiebman,Pablo'sStory
419.199999999,425.9066666666667,silence,,DavidLiebman,Pablo'sStory
0.0,0.557278911,silence,,DavidLiebman,Pendulum
0.557278911,32.693696145,theme_01_01,"ss,p,b,dr",DavidLiebman,Pendulum
32.693696145,66.107210884,theme_01_02,"ss,p,b,dr",DavidLiebman,Pendulum
66.107210884,98.382947845,solo_01_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pendulum
98.382947845,130.449705215,solo_01_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pendulum
130.449705215,162.539682539,solo_01_03,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pendulum
162.539682539,192.284444444,solo_01_04,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pendulum
192.284444444,222.28462585,solo_01_05,"s_ss,b_p,b_b,b_dr",DavidLiebman,Pendulum
222.28462585,253.00462585,theme_02_01,"ss,p,b,dr",DavidLiebman,Pendulum
253.00462585,294.638004534,theme_02_02,"ss,p,b,dr",DavidLiebman,Pendulum
294.638004534,301.0933333333333,silence,,DavidLiebman,Pendulum
0.0,0.60371882,silence,,DavidLiebman,Ralph'sPianoWaltz
0.60371882,8.870022675,intro,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
8.870022675,37.082267573,theme_01_01,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
37.082267573,64.853333333,theme_01_02,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
64.853333333,90.000544217,solo_01_01,"s_g,b_b,b_dr",DavidLiebman,Ralph'sPianoWaltz
90.000544217,115.58893424,solo_01_02,"s_g,b_b,b_dr",DavidLiebman,Ralph'sPianoWaltz
115.58893424,142.384761904,solo_01_03,"s_g,b_b,b_dr",DavidLiebman,Ralph'sPianoWaltz
142.384761904,168.0892517,solo_02_01,"s_b,b_g,b_dr",DavidLiebman,Ralph'sPianoWaltz
168.0892517,192.841723356,solo_02_02,"s_b,b_g,b_dr",DavidLiebman,Ralph'sPianoWaltz
192.841723356,217.710294784,theme_02_01,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
217.710294784,243.855963718,theme_02_02,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
243.855963718,267.168798185,theme_02_03,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
267.168798185,284.467664398,outro,"g,b,dr",DavidLiebman,Ralph'sPianoWaltz
284.467664398,292.0,silence,,DavidLiebman,Ralph'sPianoWaltz
0.0,0.261224489,silence,,DavidLiebman,SecretLove
0.261224489,34.873469387,intro,"ts,p,g,b,dr",DavidLiebman,SecretLove
34.873469387,78.367346938,theme_01_01,"ts,p,g,b,dr",DavidLiebman,SecretLove
78.367346938,121.33877551,solo_01_01,"s_ts,b_p,b_b,b_dr",DavidLiebman,SecretLove
121.33877551,163.657142857,solo_01_02,"s_ts,b_p,b_b,b_dr",DavidLiebman,SecretLove
163.657142857,205.191836734,solo_01_03,"s_ts,b_g,b_p,b_b,b_dr",DavidLiebman,SecretLove
205.191836734,246.595918367,solo_02_01,"s_g,b_p,b_b,b_dr",DavidLiebman,SecretLove
246.595918367,288.130612244,solo_02_02,"s_g,b_p,b_b,b_dr",DavidLiebman,SecretLove
288.130612244,326.530612244,solo_02_03,"s_g,b_p,b_b,b_dr",DavidLiebman,SecretLove
326.530612244,368.587755102,solo_03_01,"s_p,b_b,b_dr",DavidLiebman,SecretLove
368.587755102,407.510204081,solo_03_02,"s_p,b_b,b_dr",DavidLiebman,SecretLove
407.510204081,448.261224489,solo_03_03,"s_p,b_b,b_dr",DavidLiebman,SecretLove
448.261224489,490.448979591,solo_04_01,"s_dr,b_ts,b_g,b_p,b_dr",DavidLiebman,SecretLove
490.448979591,533.942857142,theme_02_01,"ts,p,g,b,dr",DavidLiebman,SecretLove
533.942857142,588.2775510189999,outro,"ts,p,g,b,dr",DavidLiebman,SecretLove
588.2775510189999,596.167596371882,silence,,DavidLiebman,SecretLove
0.0,0.587755102,silence,,DavidLiebman,SoftlyAsInAMorningSunrise
0.587755102,61.453061224,theme_01_01,"ss,p,b,dr",DavidLiebman,SoftlyAsInAMorningSunrise
61.453061224,120.751020408,solo_01_01,"s_ss,b_p,b_b,b_dr",DavidLiebman,SoftlyAsInAMorningSunrise
120.751020408,179.330612244,solo_01_02,"s_ss,b_p,b_b,b_dr",DavidLiebman,SoftlyAsInAMorningSunrise
179.330612244,237.61632653,solo_01_03,"s_ss,b_p,b_b,b_dr",DavidLiebman,SoftlyAsInAMorningSunrise
237.61632653,267.461224489,theme_02_01,"ss,p,b,dr",DavidLiebman,SoftlyAsInAMorningSunrise
267.461224489,272.0,silence,,DavidLiebman,SoftlyAsInAMorningSunrise
0.0,0.391836734,silence,,DavidLiebman,ThereWillNeverBeAnotherYou
0.391836734,12.636734693,intro,dr,DavidLiebman,ThereWillNeverBeAnotherYou
12.636734693,61.61632653,theme_01_01,"ts,b,dr",DavidLiebman,ThereWillNeverBeAnotherYou
61.61632653,113.469387755,solo_01_01,"s_ts,b_b,b_dr",DavidLiebman,ThereWillNeverBeAnotherYou
113.469387755,163.232653061,solo_01_02,"s_ts,b_b,b_dr",DavidLiebman,ThereWillNeverBeAnotherYou
163.232653061,213.35510204,solo_01_03,"s_ts,b_b,b_dr",DavidLiebman,ThereWillNeverBeAnotherYou
213.35510204,265.208163265,solo_02_01,"s_b,b_ts,b_dr",DavidLiebman,ThereWillNeverBeAnotherYou
265.208163265,312.718367346,solo_03_01,s_dr,DavidLiebman,ThereWillNeverBeAnotherYou
312.718367346,379.559183672,theme_02_01,"ts,b,dr",DavidLiebman,ThereWillNeverBeAnotherYou
379.559183672,383.8704535147392,silence,,DavidLiebman,ThereWillNeverBeAnotherYou
0.0,0.348299319,silence,,DavidMurray,AskMeNow
0.348299319,54.172154195,theme_01_01,"ts,p",DavidMurray,AskMeNow
54.172154195,108.367528344,theme_01_02,"ts,p",DavidMurray,AskMeNow
108.367528344,163.677460317,solo_01_01,s_p,DavidMurray,AskMeNow
163.677460317,221.750566893,solo_02_01,"s_ts,b_p",DavidMurray,AskMeNow
221.750566893,291.61941043,theme_02_01,"ts,p",DavidMurray,AskMeNow
291.61941043,294.53333333333336,silence,,DavidMurray,AskMeNow
0.0,0.928798185,silence,,DavidMurray,BluesForTwo
0.928798185,16.904126984,intro,p,DavidMurray,BluesForTwo
16.904126984,67.802267573,theme_01_01,"ts,p",DavidMurray,BluesForTwo
67.802267573,118.328888888,theme_01_02,"ts,p",DavidMurray,BluesForTwo
118.328888888,167.555192743,solo_01_01,"s_ts,b_p",DavidMurray,BluesForTwo
167.555192743,215.295419501,solo_01_02,"s_ts,b_p",DavidMurray,BluesForTwo
215.295419501,259.691972789,solo_01_03,"s_ts,b_p",DavidMurray,BluesForTwo
259.691972789,307.80371882,solo_01_04,"s_ts,b_p",DavidMurray,BluesForTwo
307.80371882,355.729705215,solo_01_05,"s_ts,b_p",DavidMurray,BluesForTwo
355.729705215,400.31201814,solo_02_01,s_p,DavidMurray,BluesForTwo
400.31201814,442.850975056,solo_02_02,s_p,DavidMurray,BluesForTwo
442.850975056,488.362086167,solo_03_01,"s_ts,s_p",DavidMurray,BluesForTwo
488.362086167,494.3333333333333,silence,,DavidMurray,BluesForTwo
0.0,0.510839002,silence,,DavidMurray,BodyAndSoul
0.510839002,124.017777777,theme_01_01,"ts,p",DavidMurray,BodyAndSoul
124.017777777,240.024671201,solo_01_01,"s_ts,b_p",DavidMurray,BodyAndSoul
240.024671201,360.164716553,solo_02_01,"s_p,s_ts",DavidMurray,BodyAndSoul
360.164716553,408.090702947,outro,"ts,p",DavidMurray,BodyAndSoul
408.090702947,413.0933333333333,silence,,DavidMurray,BodyAndSoul
0.0,5.410249433,silence,,DavidMurray,ChelseaBridge
5.410249433,78.994285714,theme_01_01,"ts,p",DavidMurray,ChelseaBridge
78.994285714,151.672743764,theme_01_02,"ts,p",DavidMurray,ChelseaBridge
151.672743764,225.512199546,solo_01_01,"s_ts,b_p",DavidMurray,ChelseaBridge
225.512199546,296.379501133,solo_01_02,"s_ts,b_p",DavidMurray,ChelseaBridge
296.379501133,363.972789115,solo_02_01,s_p,DavidMurray,ChelseaBridge
363.972789115,446.101768706,theme_02_01,"ts,p",DavidMurray,ChelseaBridge
446.101768706,449.4666666666666,silence,,DavidMurray,ChelseaBridge
0.0,1.110204081,silence,,DexterGordon,CheeseCake
1.110204081,10.057142857,intro,"b,dr",DexterGordon,CheeseCake
10.057142857,71.706122448,theme_01_01,"ts,p,b,dr",DexterGordon,CheeseCake
71.706122448,133.35510204,solo_01_01,"s_ts,b_p,b_b,b_dr",DexterGordon,CheeseCake
133.35510204,194.93877551,solo_01_02,"s_ts,b_p,b_b,b_dr",DexterGordon,CheeseCake
194.93877551,253.518367346,solo_02_01,"s_p,b_b,b_dr",DexterGordon,CheeseCake
253.518367346,313.33877551,solo_03_01,"s_ts,b_p,b_b,b_dr",DexterGordon,CheeseCake
313.33877551,390.073469387,theme_02_01,"ts,p,b,dr",DexterGordon,CheeseCake
390.073469387,393.73333333333335,silence,,DexterGordon,CheeseCake
0.0,0.244897959,silence,,DexterGordon,Dextivity
0.244897959,10.008163265,intro,"tp,ts,p,b,dr",DexterGordon,Dextivity
10.008163265,30.040816326,theme_01_01,"tp,ts,p,b,dr",DexterGordon,Dextivity
30.040816326,50.15510204,theme_01_02,"tp,ts,p,b,dr",DexterGordon,Dextivity
50.15510204,70.775510204,solo_01_01,"s_ts,b_p,b_b,b_dr",DexterGordon,Dextivity
70.775510204,90.661224489,solo_01_02,"s_ts,b_p,b_b,b_dr",DexterGordon,Dextivity
90.661224489,111.902040816,solo_01_03,"s_ts,b_p,b_b,b_dr",DexterGordon,Dextivity
111.902040816,132.55510204,solo_01_04,"s_ts,b_p,b_b,b_dr",DexterGordon,Dextivity
132.55510204,153.387755102,solo_02_01,"s_tp,b_p,b_b,b_dr",DexterGordon,Dextivity
153.387755102,176.359183673,theme_02_01,"ts,tp,p,b,dr",DexterGordon,Dextivity
176.359183673,176.8,silence,,DexterGordon,Dextivity
0.0,0.587755102,silence,,DexterGordon,Montmartre
0.587755102,10.448979591,intro,dr,DexterGordon,Montmartre
10.448979591,59.036734693,theme_01_01,"ts1,ts2,p,b,dr",DexterGordon,Montmartre
59.036734693,96.914285714,solo_01_01,"s_ts1,b_p,b_b,b_dr",DexterGordon,Montmartre
96.914285714,134.791836734,solo_01_02,"s_ts1,b_p,b_b,b_dr",DexterGordon,Montmartre
134.791836734,171.885714285,solo_01_03,"s_ts1,b_p,b_b,b_dr",DexterGordon,Montmartre
171.885714285,210.024489795,solo_01_04,"s_ts1,b_p,b_b,b_dr",DexterGordon,Montmartre
210.024489795,246.334693877,solo_02_01,"s_ts2,b_p,b_b,b_dr",DexterGordon,Montmartre
246.334693877,283.167346938,solo_02_02,"s_ts2,b_p,b_b,b_dr",DexterGordon,Montmartre
283.167346938,319.47755102,solo_02_03,"s_ts2,b_p,b_b,b_dr",DexterGordon,Montmartre
319.47755102,355.787755102,solo_02_04,"s_ts2,b_p,b_b,b_dr",DexterGordon,Montmartre
355.787755102,392.620408163,solo_02_05,"s_ts2,b_p,b_b,b_dr",DexterGordon,Montmartre
392.620408163,428.146938775,solo_03_01,"s_p,b_b,b_dr",DexterGordon,Montmartre
428.146938775,465.240816326,solo_03_02,"s_p,b_b,b_dr",DexterGordon,Montmartre
465.240816326,501.812244897,solo_03_03,"s_p,b_b,b_dr",DexterGordon,Montmartre
501.812244897,538.122448979,solo_04_01,"s_b,b_p,b_dr",DexterGordon,Montmartre
538.122448979,573.648979591,solo_04_02,"s_b,b_p,b_dr",DexterGordon,Montmartre
573.648979591,609.959183673,solo_05_01,"s_ts1,s_ts2,s_dr,b_p,b_b",DexterGordon,Montmartre
609.959183673,654.106122448,theme_02_01,"ts1,ts2,p,b,dr",DexterGordon,Montmartre
654.106122448,660.92,silence,,DexterGordon,Montmartre
0.0,0.371519274,silence,,DexterGordon,Society Red
0.371519274,25.263310657,theme_01_01,"tp,ts,p,b,dr",DexterGordon,Society Red
25.263310657,50.15510204,theme_01_02,"tp,ts,p,b,dr",DexterGordon,Society Red
50.15510204,75.789931972,theme_01_03,"tp,ts,p,b,dr",DexterGordon,Society Red
75.789931972,101.05324263,solo_01_01,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
101.05324263,126.502312925,solo_01_02,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
126.502312925,151.951383219,solo_01_03,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
151.951383219,177.214693877,solo_01_04,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
177.214693877,202.478004535,solo_01_05,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
202.478004535,227.741315192,solo_01_06,"s_tp,b_p,b_b,b_dr",DexterGordon,Society Red
227.741315192,253.376145124,solo_02_01,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
253.376145124,278.639455782,solo_02_02,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
278.639455782,304.460045351,solo_02_03,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
304.460045351,329.723356009,solo_02_04,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
329.723356009,354.986666666,solo_02_05,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
354.986666666,380.249977324,solo_02_06,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
380.249977324,405.699047619,solo_02_07,"s_ts,b_p,b_b,b_dr",DexterGordon,Society Red
